Year,State,Oxycodone / Hydrocodone,Index_x,Drug Type,Deaths Rate Per 100K,Index_y,Drug Sold per 100K
2006,Missouri,Hydrocodone,3429,Synthetic opioids,12.95017,974,10.19744
2006,Missouri,Oxycodone,3429,Synthetic opioids,12.95017,957,17.51701
2006,Montana,Hydrocodone,3562,All opioids,10.2454,1012,10.59421
2006,Montana,Oxycodone,3562,All opioids,10.2454,995,15.894670000000001
2006,Nebraska,Hydrocodone,3695,All opioids,5.37597,1050,6.91352
2006,Nebraska,Oxycodone,3695,All opioids,5.37597,1033,8.55075
2006,Nevada,Hydrocodone,3828,Synthetic opioids,17.971020000000003,1088,30.25442
2006,Nevada,Oxycodone,3828,Synthetic opioids,17.971020000000003,1071,25.74962
2006,New Hampshire,Hydrocodone,3961,Natural and semi-synthetic opioids,11.23448,1126,4.13797
2006,New Hampshire,Oxycodone,3961,Natural and semi-synthetic opioids,11.23448,1109,17.60931
2006,New Jersey,Hydrocodone,4094,Synthetic opioids,9.664439999999999,1164,3.34461
2006,New Jersey,Oxycodone,4094,Synthetic opioids,9.664439999999999,1147,18.44766
2006,New Mexico,Hydrocodone,4227,Synthetic opioids,21.75599,1202,8.0536
2006,New Mexico,Oxycodone,4227,Synthetic opioids,21.75599,1185,14.50089
2006,New York,Hydrocodone,4360,Synthetic opioids,8.57369,1240,6.3263
2006,New York,Oxycodone,4360,Synthetic opioids,8.57369,1223,8.89638
2006,North Carolina,Hydrocodone,4493,Synthetic opioids,11.84784,1278,10.419039999999999
2006,North Carolina,Oxycodone,4493,Synthetic opioids,11.84784,1261,15.9769
2006,Ohio,Hydrocodone,4759,Synthetic opioids,13.23148,1354,7.82967
2006,Ohio,Oxycodone,4759,Synthetic opioids,13.23148,1337,19.02111
2006,Oklahoma,Hydrocodone,4892,Synthetic opioids,16.23349,1392,18.42386
2006,Oklahoma,Oxycodone,4892,Synthetic opioids,16.23349,1375,14.847470000000001
2006,Oregon,Hydrocodone,5025,Synthetic opioids,12.863380000000001,1430,11.36701
2006,Oregon,Oxycodone,5025,Synthetic opioids,12.863380000000001,1413,18.00866
2006,Pennsylvania,Hydrocodone,5158,Synthetic opioids,13.49601,1468,6.6527199999999995
2006,Pennsylvania,Oxycodone,5158,Synthetic opioids,13.49601,1451,18.1816
2006,Rhode Island,Hydrocodone,5291,Natural and semi-synthetic opioids,16.404510000000002,1506,6.8886899999999995
2006,Rhode Island,Oxycodone,5291,Natural and semi-synthetic opioids,16.404510000000002,1489,17.16781
2006,South Carolina,Hydrocodone,5424,Synthetic opioids,12.703510000000001,1544,14.844520000000001
2006,South Carolina,Oxycodone,5424,Synthetic opioids,12.703510000000001,1527,13.06364
2006,South Dakota,Hydrocodone,5557,All opioids,5.07753,1582,6.36806
2006,South Dakota,Oxycodone,5557,All opioids,5.07753,1565,9.53847
2006,Tennessee,Hydrocodone,5690,Synthetic opioids,15.991539999999999,1620,25.872429999999998
2006,Tennessee,Oxycodone,5690,Synthetic opioids,15.991539999999999,1603,22.226960000000002
2006,Texas,Hydrocodone,5823,Synthetic opioids,9.4937,1658,14.694370000000001
2006,Texas,Oxycodone,5823,Synthetic opioids,9.4937,1641,4.422680000000001
2006,Utah,Hydrocodone,5956,Synthetic opioids,19.101110000000002,1696,12.307139999999999
2006,Utah,Oxycodone,5956,Synthetic opioids,19.101110000000002,1679,21.33362
2006,Vermont,Hydrocodone,6089,Natural and semi-synthetic opioids,12.22627,1734,4.67891
2006,Vermont,Oxycodone,6089,Natural and semi-synthetic opioids,12.22627,1717,14.38049
2006,Virginia,Hydrocodone,6222,Synthetic opioids,8.03838,1772,7.4751199999999995
2006,Virginia,Oxycodone,6222,Synthetic opioids,8.03838,1755,11.03927
2006,Washington,Hydrocodone,6355,Synthetic opioids,13.57495,1810,9.16881
2006,Washington,Oxycodone,6355,Synthetic opioids,13.57495,1793,18.54382
2006,West Virginia,Hydrocodone,6488,Synthetic opioids,20.35207,1848,20.690260000000002
2006,West Virginia,Oxycodone,6488,Synthetic opioids,20.35207,1831,17.640620000000002
2006,Wisconsin,Hydrocodone,6621,Synthetic opioids,10.636560000000001,1886,6.31535
2006,Wisconsin,Oxycodone,6621,Synthetic opioids,10.636560000000001,1869,14.05383
2006,Wyoming,Hydrocodone,6753,All drugs,10.56195,1924,9.11265
2006,Wyoming,Oxycodone,6753,All drugs,10.56195,1907,12.6635
2007,Alabama,Hydrocodone,106,Synthetic opioids,11.08849,25,29.55838
2007,Alabama,Oxycodone,106,Synthetic opioids,11.08849,8,14.93061
2007,Alaska,Hydrocodone,238,All drugs,10.0941,63,8.66877
2007,Alaska,Oxycodone,238,All drugs,10.0941,46,16.4142
2007,Arizona,Hydrocodone,372,Synthetic opioids,15.711689999999999,101,10.49671
2007,Arizona,Oxycodone,372,Synthetic opioids,15.711689999999999,84,40.87166
2007,Arkansas,Hydrocodone,505,Synthetic opioids,10.888630000000001,139,17.47319
2007,Arkansas,Oxycodone,505,Synthetic opioids,10.888630000000001,122,14.38313
2007,California,Hydrocodone,638,Synthetic opioids,10.48068,177,11.76012
2007,California,Oxycodone,638,Synthetic opioids,10.48068,160,10.273639999999999
2007,Colorado,Hydrocodone,771,Synthetic opioids,14.72995,215,7.680619999999999
2007,Colorado,Oxycodone,771,Synthetic opioids,14.72995,198,17.30655
2007,Connecticut,Hydrocodone,904,Synthetic opioids,12.23485,253,4.594069999999999
2007,Connecticut,Oxycodone,904,Synthetic opioids,12.23485,236,22.87716
2007,Delaware,Hydrocodone,1037,All opioids,11.4094,291,5.46379
2007,Delaware,Oxycodone,1037,All opioids,11.4094,274,36.168890000000005
2007,Dist. of Columbia,Hydrocodone,1170,Cocaine,10.7678,329,4.34075
2007,Dist. of Columbia,Oxycodone,1170,Cocaine,10.7678,312,10.60464
2007,Florida,Hydrocodone,1303,Synthetic opioids,15.416260000000001,367,14.0869
2007,Florida,Oxycodone,1303,Synthetic opioids,15.416260000000001,350,38.41791
2007,Georgia,Hydrocodone,1436,Synthetic opioids,9.68625,405,16.19689
2007,Georgia,Oxycodone,1436,Synthetic opioids,9.68625,388,11.96482
2007,Hawaii,Hydrocodone,1569,Psychostimulants,10.03543,443,7.01122
2007,Hawaii,Oxycodone,1569,Psychostimulants,10.03543,426,12.54348
2007,Idaho,Hydrocodone,1702,Natural and semi-synthetic opioids,8.645010000000001,481,14.03556
2007,Idaho,Oxycodone,1702,Natural and semi-synthetic opioids,8.645010000000001,464,11.10652
2007,Illinois,Hydrocodone,1835,Synthetic opioids,9.38386,519,9.847000000000001
2007,Illinois,Oxycodone,1835,Synthetic opioids,9.38386,502,3.9522
2007,Indiana,Hydrocodone,1968,Synthetic opioids,12.369010000000001,557,16.09261
2007,Indiana,Oxycodone,1968,Synthetic opioids,12.369010000000001,540,12.16413
2007,Iowa,Hydrocodone,2101,Natural and semi-synthetic opioids,6.881189999999999,595,7.539610000000001
2007,Iowa,Oxycodone,2101,Natural and semi-synthetic opioids,6.881189999999999,578,7.485589999999999
2007,Kansas,Hydrocodone,2234,Natural and semi-synthetic opioids,9.97942,633,17.31089
2007,Kansas,Oxycodone,2234,Natural and semi-synthetic opioids,9.97942,616,13.933829999999999
2007,Kentucky,Hydrocodone,2367,Synthetic opioids,16.69689,671,25.87739
2007,Kentucky,Oxycodone,2367,Synthetic opioids,16.69689,654,14.97926
2007,Louisiana,Hydrocodone,2500,Synthetic opioids,18.8327,709,25.26718
2007,Louisiana,Oxycodone,2500,Synthetic opioids,18.8327,692,14.59555
2007,Maine,Hydrocodone,2633,Natural and semi-synthetic opioids,12.3619,747,8.93464
2007,Maine,Oxycodone,2633,Natural and semi-synthetic opioids,12.3619,730,24.29651
2007,Maryland,Hydrocodone,2766,Synthetic opioids,13.2276,785,4.257630000000001
2007,Maryland,Oxycodone,2766,Synthetic opioids,13.2276,768,20.69179
2007,Massachusetts,Hydrocodone,2899,Synthetic opioids,14.002579999999998,823,3.89059
2007,Massachusetts,Oxycodone,2899,Synthetic opioids,14.002579999999998,806,19.07283
2007,Michigan,Hydrocodone,3032,Synthetic opioids,12.212819999999999,861,14.191970000000001
2007,Michigan,Oxycodone,3032,Synthetic opioids,12.212819999999999,844,10.11156
2007,Minnesota,Hydrocodone,3165,Synthetic opioids,6.42148,899,4.77729
2007,Minnesota,Oxycodone,3165,Synthetic opioids,6.42148,882,9.46092
2007,Mississippi,Hydrocodone,3298,Synthetic opioids,10.95019,937,21.02749
2007,Mississippi,Oxycodone,3298,Synthetic opioids,10.95019,920,9.19854
2007,Missouri,Hydrocodone,3431,Synthetic opioids,12.25245,975,11.35104
2007,Missouri,Oxycodone,3431,Synthetic opioids,12.25245,958,18.10075
2007,Montana,Hydrocodone,3564,Natural and semi-synthetic opioids,12.75836,1013,10.308860000000001
2007,Montana,Oxycodone,3564,Natural and semi-synthetic opioids,12.75836,996,17.94229
2007,Nebraska,Hydrocodone,3697,Natural and semi-synthetic opioids,4.77065,1051,7.27077
2007,Nebraska,Oxycodone,3697,Natural and semi-synthetic opioids,4.77065,1034,8.42415
2007,Nevada,Hydrocodone,3830,Synthetic opioids,18.85043,1089,33.36885
2007,Nevada,Oxycodone,3830,Synthetic opioids,18.85043,1072,35.655
2007,New Hampshire,Hydrocodone,3963,Natural and semi-synthetic opioids,13.81135,1127,4.74616
2007,New Hampshire,Oxycodone,3963,Natural and semi-synthetic opioids,13.81135,1110,21.38195
2007,New Jersey,Hydrocodone,4096,Synthetic opioids,8.37151,1165,4.20134
2007,New Jersey,Oxycodone,4096,Synthetic opioids,8.37151,1148,20.62096
2007,New Mexico,Hydrocodone,4229,Psychostimulants,23.3884,1203,9.092319999999999
2007,New Mexico,Oxycodone,4229,Psychostimulants,23.3884,1186,16.907770000000003
2007,New York,Hydrocodone,4362,Synthetic opioids,8.644919999999999,1241,7.498989999999999
2007,New York,Oxycodone,4362,Synthetic opioids,8.644919999999999,1224,10.87585
2007,North Carolina,Hydrocodone,4495,Synthetic opioids,11.86433,1279,13.9403
2007,North Carolina,Oxycodone,4495,Synthetic opioids,11.86433,1262,19.16516
2007,North Dakota,Hydrocodone,4627,All drugs,4.76233,1317,6.6029100000000005
2007,North Dakota,Oxycodone,4627,All drugs,4.76233,1300,8.40391
2007,Ohio,Hydrocodone,4761,Synthetic opioids,13.885829999999999,1355,9.09304
2007,Ohio,Oxycodone,4761,Synthetic opioids,13.885829999999999,1338,20.990560000000002
2007,Oklahoma,Hydrocodone,4894,Synthetic opioids,18.83162,1393,21.33756
2007,Oklahoma,Oxycodone,4894,Synthetic opioids,18.83162,1376,19.26904
2007,Oregon,Hydrocodone,5027,Natural and semi-synthetic opioids,13.158179999999998,1431,12.26189
2007,Oregon,Oxycodone,5027,Natural and semi-synthetic opioids,13.158179999999998,1414,24.69869
2007,Pennsylvania,Hydrocodone,5160,Synthetic opioids,13.855189999999999,1469,7.574139999999999
2007,Pennsylvania,Oxycodone,5160,Synthetic opioids,13.855189999999999,1452,20.72922
2007,Rhode Island,Hydrocodone,5293,Cocaine,12.42403,1507,10.32279
2007,Rhode Island,Oxycodone,5293,Cocaine,12.42403,1490,19.26524
2007,South Carolina,Hydrocodone,5426,Synthetic opioids,12.14209,1545,27.68655
2007,South Carolina,Oxycodone,5426,Synthetic opioids,12.14209,1528,14.38994
2007,South Dakota,Hydrocodone,5559,All opioids,4.05737,1583,6.66556
2007,South Dakota,Oxycodone,5559,All opioids,4.05737,1566,10.7997
2007,Tennessee,Hydrocodone,5692,Synthetic opioids,15.840179999999998,1621,34.46798
2007,Tennessee,Oxycodone,5692,Synthetic opioids,15.840179999999998,1604,25.31596
2007,Texas,Hydrocodone,5825,Synthetic opioids,9.27886,1659,17.69962
2007,Texas,Oxycodone,5825,Synthetic opioids,9.27886,1642,5.53613
2007,Utah,Hydrocodone,5958,Synthetic opioids,21.2997,1697,12.37553
2007,Utah,Oxycodone,5958,Synthetic opioids,21.2997,1680,25.13781
2007,Vermont,Hydrocodone,6091,Natural and semi-synthetic opioids,10.845939999999999,1735,5.18375
2007,Vermont,Oxycodone,6091,Natural and semi-synthetic opioids,10.845939999999999,1718,16.44744
2007,Virginia,Hydrocodone,6224,Synthetic opioids,8.8951,1773,9.90265
2007,Virginia,Oxycodone,6224,Synthetic opioids,8.8951,1756,12.58124
2007,Washington,Hydrocodone,6357,Synthetic opioids,14.37389,1811,9.99272
2007,Washington,Oxycodone,6357,Synthetic opioids,14.37389,1794,21.12677
2007,West Virginia,Hydrocodone,6490,Synthetic opioids,22.4483,1849,25.0241
2007,West Virginia,Oxycodone,6490,Synthetic opioids,22.4483,1832,19.935489999999998
2007,Wisconsin,Hydrocodone,6623,Synthetic opioids,11.09762,1887,6.97571
2007,Wisconsin,Oxycodone,6623,Synthetic opioids,11.09762,1870,15.54681
2007,Wyoming,Hydrocodone,6756,All opioids,12.266639999999999,1925,9.85866
2007,Wyoming,Oxycodone,6756,All opioids,12.266639999999999,1908,13.750620000000001
2008,Alabama,Hydrocodone,108,Natural and semi-synthetic opioids,12.98109,26,24.457320000000003
2008,Alabama,Oxycodone,108,Natural and semi-synthetic opioids,12.98109,9,14.425579999999998
2008,Alaska,Hydrocodone,241,Natural and semi-synthetic opioids,18.13449,64,9.392560000000001
2008,Alaska,Oxycodone,241,Natural and semi-synthetic opioids,18.13449,47,18.21122
2008,Arizona,Hydrocodone,374,Synthetic opioids,13.54548,102,10.94692
2008,Arizona,Oxycodone,374,Synthetic opioids,13.54548,85,29.27255
2008,Arkansas,Hydrocodone,507,Synthetic opioids,13.051210000000001,140,18.13776
2008,Arkansas,Oxycodone,507,Synthetic opioids,13.051210000000001,123,14.962420000000002
2008,California,Hydrocodone,640,Synthetic opioids,10.37055,178,12.475530000000001
2008,California,Oxycodone,640,Synthetic opioids,10.37055,161,11.09871
2008,Colorado,Hydrocodone,773,Synthetic opioids,14.7725,216,8.677669999999999
2008,Colorado,Oxycodone,773,Synthetic opioids,14.7725,199,18.99569
2008,Connecticut,Hydrocodone,906,Natural and semi-synthetic opioids,10.74341,254,4.95348
2008,Connecticut,Oxycodone,906,Natural and semi-synthetic opioids,10.74341,237,23.64935
2008,Delaware,Hydrocodone,1039,Natural and semi-synthetic opioids,14.285779999999999,292,5.90033
2008,Delaware,Oxycodone,1039,Natural and semi-synthetic opioids,14.285779999999999,275,46.5959
2008,Dist. of Columbia,Hydrocodone,1172,Cocaine,9.639560000000001,330,1.93468
2008,Dist. of Columbia,Oxycodone,1172,Cocaine,9.639560000000001,313,10.5228
2008,Florida,Hydrocodone,1305,Synthetic opioids,16.22015,368,12.42773
2008,Florida,Oxycodone,1305,Synthetic opioids,16.22015,351,45.42102
2008,Georgia,Hydrocodone,1438,Synthetic opioids,9.70819,406,13.772979999999999
2008,Georgia,Oxycodone,1438,Synthetic opioids,9.70819,389,13.57185
2008,Hawaii,Hydrocodone,1571,Psychostimulants,8.96091,444,7.310060000000001
2008,Hawaii,Oxycodone,1571,Psychostimulants,8.96091,427,14.76026
2008,Idaho,Hydrocodone,1704,Natural and semi-synthetic opioids,9.80082,482,15.078429999999999
2008,Idaho,Oxycodone,1704,Natural and semi-synthetic opioids,9.80082,465,11.84263
2008,Illinois,Hydrocodone,1837,Synthetic opioids,10.59695,520,10.64659
2008,Illinois,Oxycodone,1837,Synthetic opioids,10.59695,503,4.16004
2008,Indiana,Hydrocodone,1970,Synthetic opioids,13.20994,558,17.77394
2008,Indiana,Oxycodone,1970,Synthetic opioids,13.20994,541,12.90737
2008,Iowa,Hydrocodone,2103,Synthetic opioids,7.18153,596,8.79642
2008,Iowa,Oxycodone,2103,Synthetic opioids,7.18153,579,7.93265
2008,Kansas,Hydrocodone,2236,Natural and semi-synthetic opioids,8.00098,634,17.70123
2008,Kansas,Oxycodone,2236,Natural and semi-synthetic opioids,8.00098,617,14.22821
2008,Kentucky,Hydrocodone,2369,Synthetic opioids,17.94292,672,25.28428
2008,Kentucky,Oxycodone,2369,Synthetic opioids,17.94292,655,16.9161
2008,Louisiana,Hydrocodone,2502,Natural and semi-synthetic opioids,14.87775,710,19.19707
2008,Louisiana,Oxycodone,2502,Natural and semi-synthetic opioids,14.87775,693,15.19331
2008,Maine,Hydrocodone,2635,Natural and semi-synthetic opioids,12.32409,748,9.32483
2008,Maine,Oxycodone,2635,Natural and semi-synthetic opioids,12.32409,731,26.210910000000002
2008,Maryland,Hydrocodone,2768,Synthetic opioids,11.75102,786,4.57025
2008,Maryland,Oxycodone,2768,Synthetic opioids,11.75102,769,22.57473
2008,Massachusetts,Hydrocodone,2901,Synthetic opioids,11.9004,824,4.04891
2008,Massachusetts,Oxycodone,2901,Synthetic opioids,11.9004,807,19.04295
2008,Michigan,Hydrocodone,3034,Synthetic opioids,12.384889999999999,862,15.350589999999999
2008,Michigan,Oxycodone,3034,Synthetic opioids,12.384889999999999,845,11.852910000000001
2008,Minnesota,Hydrocodone,3167,Synthetic opioids,7.21587,900,6.370340000000001
2008,Minnesota,Oxycodone,3167,Synthetic opioids,7.21587,883,10.571589999999999
2008,Mississippi,Hydrocodone,3300,Synthetic opioids,10.50939,938,18.53444
2008,Mississippi,Oxycodone,3300,Synthetic opioids,10.50939,921,8.46521
2008,Missouri,Hydrocodone,3433,Synthetic opioids,13.14676,976,12.21223
2008,Missouri,Oxycodone,3433,Synthetic opioids,13.14676,959,20.15855
2008,Montana,Hydrocodone,3566,Natural and semi-synthetic opioids,14.072320000000001,1014,11.297360000000001
2008,Montana,Oxycodone,3566,Natural and semi-synthetic opioids,14.072320000000001,997,19.93361
2008,Nebraska,Hydrocodone,3699,All opioids,5.46076,1052,7.641610000000001
2008,Nebraska,Oxycodone,3699,All opioids,5.46076,1035,8.8907
2008,Nevada,Hydrocodone,3832,Synthetic opioids,19.18456,1090,35.173559999999995
2008,Nevada,Oxycodone,3832,Synthetic opioids,19.18456,1073,35.53311
2008,New Hampshire,Hydrocodone,3965,Natural and semi-synthetic opioids,9.36662,1128,4.95995
2008,New Hampshire,Oxycodone,3965,Natural and semi-synthetic opioids,9.36662,1111,24.25437
2008,New Jersey,Hydrocodone,4098,Natural and semi-synthetic opioids,7.96732,1166,4.57514
2008,New Jersey,Oxycodone,4098,Natural and semi-synthetic opioids,7.96732,1149,23.432579999999998
2008,New Mexico,Hydrocodone,4231,Synthetic opioids,26.68522,1204,10.26703
2008,New Mexico,Oxycodone,4231,Synthetic opioids,26.68522,1187,19.51837
2008,New York,Hydrocodone,4364,Synthetic opioids,8.53689,1242,7.190869999999999
2008,New York,Oxycodone,4364,Synthetic opioids,8.53689,1225,12.75963
2008,North Carolina,Hydrocodone,4497,Synthetic opioids,12.7821,1280,12.12936
2008,North Carolina,Oxycodone,4497,Synthetic opioids,12.7821,1263,19.90236
2008,North Dakota,Hydrocodone,4630,All opioids,7.37035,1318,14.516129999999999
2008,North Dakota,Oxycodone,4630,All opioids,7.37035,1301,8.671560000000001
2008,Ohio,Hydrocodone,4763,Synthetic opioids,15.138279999999998,1356,9.73511
2008,Ohio,Oxycodone,4763,Synthetic opioids,15.138279999999998,1339,22.92672
2008,Oklahoma,Hydrocodone,4896,Synthetic opioids,15.631020000000001,1394,23.49261
2008,Oklahoma,Oxycodone,4896,Synthetic opioids,15.631020000000001,1377,19.42676
2008,Oregon,Hydrocodone,5029,Synthetic opioids,11.824869999999999,1432,13.20589
2008,Oregon,Oxycodone,5029,Synthetic opioids,11.824869999999999,1415,25.011229999999998
2008,Pennsylvania,Hydrocodone,5162,Synthetic opioids,14.90611,1470,8.22682
2008,Pennsylvania,Oxycodone,5162,Synthetic opioids,14.90611,1453,23.05119
2008,Rhode Island,Hydrocodone,5295,Natural and semi-synthetic opioids,17.34806,1508,8.695219999999999
2008,Rhode Island,Oxycodone,5295,Natural and semi-synthetic opioids,17.34806,1491,19.96225
2008,South Carolina,Hydrocodone,5428,Synthetic opioids,12.49532,1546,19.882189999999998
2008,South Carolina,Oxycodone,5428,Synthetic opioids,12.49532,1529,15.60087
2008,South Dakota,Hydrocodone,5561,All opioids,7.309769999999999,1584,8.36261
2008,South Dakota,Oxycodone,5561,All opioids,7.309769999999999,1567,10.8723
2008,Tennessee,Hydrocodone,5694,Synthetic opioids,14.795910000000001,1622,33.18016
2008,Tennessee,Oxycodone,5694,Synthetic opioids,14.795910000000001,1605,27.492690000000003
2008,Texas,Hydrocodone,5827,Synthetic opioids,8.544319999999999,1660,17.86101
2008,Texas,Oxycodone,5827,Synthetic opioids,8.544319999999999,1643,4.935569999999999
2008,Utah,Hydrocodone,5960,Synthetic opioids,18.96592,1698,12.682260000000001
2008,Utah,Oxycodone,5960,Synthetic opioids,18.96592,1681,25.993129999999997
2008,Vermont,Hydrocodone,6093,Natural and semi-synthetic opioids,10.94715,1736,5.19561
2008,Vermont,Oxycodone,6093,Natural and semi-synthetic opioids,10.94715,1719,17.7602
2008,Virginia,Hydrocodone,6226,Synthetic opioids,9.0163,1774,8.69608
2008,Virginia,Oxycodone,6226,Synthetic opioids,9.0163,1757,13.3972
2008,Washington,Hydrocodone,6359,Synthetic opioids,14.76039,1812,10.47216
2008,Washington,Oxycodone,6359,Synthetic opioids,14.76039,1795,23.71164
2008,West Virginia,Hydrocodone,6492,Synthetic opioids,25.74204,1850,26.556070000000002
2008,West Virginia,Oxycodone,6492,Synthetic opioids,25.74204,1833,23.62964
2008,Wisconsin,Hydrocodone,6625,Synthetic opioids,10.60394,1888,7.6791
2008,Wisconsin,Oxycodone,6625,Synthetic opioids,10.60394,1871,16.95811
2008,Wyoming,Hydrocodone,6758,All opioids,14.045279999999998,1926,10.422939999999999
2008,Wyoming,Oxycodone,6758,All opioids,14.045279999999998,1909,14.84612
2009,Alabama,Hydrocodone,110,Synthetic opioids,13.607679999999998,27,26.228440000000003
2009,Alabama,Oxycodone,110,Synthetic opioids,13.607679999999998,10,15.390020000000002
2009,Alaska,Hydrocodone,243,Synthetic opioids,17.85279,65,9.84003
2009,Alaska,Oxycodone,243,Synthetic opioids,17.85279,48,19.36936
2009,Arizona,Hydrocodone,376,Synthetic opioids,16.13384,103,11.65743
2009,Arizona,Oxycodone,376,Synthetic opioids,16.13384,86,32.82813
2009,Arkansas,Hydrocodone,509,Synthetic opioids,12.59746,141,19.78716
2009,Arkansas,Oxycodone,509,Synthetic opioids,12.59746,124,16.97316
2009,California,Hydrocodone,642,Synthetic opioids,10.73687,179,13.242020000000002
2009,California,Oxycodone,642,Synthetic opioids,10.73687,162,12.43062
2009,Colorado,Hydrocodone,775,Synthetic opioids,14.96986,217,8.65058
2009,Colorado,Oxycodone,775,Synthetic opioids,14.96986,200,20.44742
2009,Connecticut,Hydrocodone,908,Synthetic opioids,10.98345,255,4.88047
2009,Connecticut,Oxycodone,908,Synthetic opioids,10.98345,238,25.241220000000002
2009,Delaware,Hydrocodone,1041,Natural and semi-synthetic opioids,15.36752,293,5.94377
2009,Delaware,Oxycodone,1041,Natural and semi-synthetic opioids,15.36752,276,54.602940000000004
2009,Dist. of Columbia,Hydrocodone,1173,All drugs,4.07987,331,1.9844
2009,Dist. of Columbia,Oxycodone,1173,All drugs,4.07987,314,12.07414
2009,Florida,Hydrocodone,1307,Synthetic opioids,16.67802,369,12.692969999999999
2009,Florida,Oxycodone,1307,Synthetic opioids,16.67802,352,59.1763
2009,Georgia,Hydrocodone,1440,Synthetic opioids,10.31995,407,14.64524
2009,Georgia,Oxycodone,1440,Synthetic opioids,10.31995,390,15.75143
2009,Hawaii,Hydrocodone,1573,Psychostimulants,9.60335,445,7.66476
2009,Hawaii,Oxycodone,1573,Psychostimulants,9.60335,428,16.973770000000002
2009,Idaho,Hydrocodone,1706,Natural and semi-synthetic opioids,11.59249,483,16.07444
2009,Idaho,Oxycodone,1706,Natural and semi-synthetic opioids,11.59249,466,13.09853
2009,Illinois,Hydrocodone,1839,Synthetic opioids,10.781310000000001,521,9.14134
2009,Illinois,Oxycodone,1839,Synthetic opioids,10.781310000000001,504,4.4286900000000005
2009,Indiana,Hydrocodone,1972,Synthetic opioids,14.0319,559,19.323179999999997
2009,Indiana,Oxycodone,1972,Synthetic opioids,14.0319,542,14.38083
2009,Iowa,Hydrocodone,2105,Synthetic opioids,7.12673,597,9.010489999999999
2009,Iowa,Oxycodone,2105,Synthetic opioids,7.12673,580,7.88334
2009,Kansas,Hydrocodone,2238,Synthetic opioids,11.06095,635,15.1013
2009,Kansas,Oxycodone,2238,Synthetic opioids,11.06095,618,14.92547
2009,Kentucky,Hydrocodone,2371,Synthetic opioids,17.96206,673,27.20666
2009,Kentucky,Oxycodone,2371,Synthetic opioids,17.96206,656,19.247870000000002
2009,Louisiana,Hydrocodone,2504,Natural and semi-synthetic opioids,13.1386,711,18.9847
2009,Louisiana,Oxycodone,2504,Natural and semi-synthetic opioids,13.1386,694,15.82495
2009,Maine,Hydrocodone,2637,Natural and semi-synthetic opioids,12.74501,749,9.628589999999999
2009,Maine,Oxycodone,2637,Natural and semi-synthetic opioids,12.74501,732,27.71003
2009,Maryland,Hydrocodone,2770,Synthetic opioids,12.46397,787,4.67251
2009,Maryland,Oxycodone,2770,Synthetic opioids,12.46397,770,27.0251
2009,Massachusetts,Hydrocodone,2903,Synthetic opioids,12.23563,825,4.24996
2009,Massachusetts,Oxycodone,2903,Synthetic opioids,12.23563,808,20.476860000000002
2009,Michigan,Hydrocodone,3036,Synthetic opioids,14.46502,863,16.91103
2009,Michigan,Oxycodone,3036,Synthetic opioids,14.46502,846,12.780439999999999
2009,Minnesota,Hydrocodone,3169,Synthetic opioids,7.878539999999999,901,5.35599
2009,Minnesota,Oxycodone,3169,Synthetic opioids,7.878539999999999,884,11.62378
2009,Mississippi,Hydrocodone,3302,Synthetic opioids,11.167760000000001,939,20.1942
2009,Mississippi,Oxycodone,3302,Synthetic opioids,11.167760000000001,922,9.4632
2009,Missouri,Hydrocodone,3435,Synthetic opioids,14.64886,977,13.12389
2009,Missouri,Oxycodone,3435,Synthetic opioids,14.64886,960,21.08175
2009,Montana,Hydrocodone,3568,Synthetic opioids,14.64042,1015,11.989230000000001
2009,Montana,Oxycodone,3568,Synthetic opioids,14.64042,998,20.23816
2009,Nebraska,Hydrocodone,3701,Natural and semi-synthetic opioids,5.90856,1053,8.13997
2009,Nebraska,Oxycodone,3701,Natural and semi-synthetic opioids,5.90856,1036,8.99881
2009,Nevada,Hydrocodone,3834,Synthetic opioids,20.062929999999998,1091,38.165820000000004
2009,Nevada,Oxycodone,3834,Synthetic opioids,20.062929999999998,1074,38.29678
2009,New Hampshire,Hydrocodone,3967,Synthetic opioids,12.477780000000001,1129,5.14365
2009,New Hampshire,Oxycodone,3967,Synthetic opioids,12.477780000000001,1112,27.28637
2009,New Jersey,Hydrocodone,4100,All opioids,2.9967,1167,3.70194
2009,New Jersey,Oxycodone,4100,All opioids,2.9967,1150,27.069229999999997
2009,New Mexico,Hydrocodone,4233,Synthetic opioids,22.036179999999998,1205,11.23975
2009,New Mexico,Oxycodone,4233,Synthetic opioids,22.036179999999998,1188,22.736
2009,New York,Hydrocodone,4366,Synthetic opioids,7.99131,1243,7.27142
2009,New York,Oxycodone,4366,Synthetic opioids,7.99131,1226,15.2839
2009,North Carolina,Hydrocodone,4499,Synthetic opioids,12.59874,1281,12.79903
2009,North Carolina,Oxycodone,4499,Synthetic opioids,12.59874,1264,23.0724
2009,North Dakota,Hydrocodone,4631,All drugs,4.40543,1319,10.33355
2009,North Dakota,Oxycodone,4631,All drugs,4.40543,1302,9.162139999999999
2009,Ohio,Hydrocodone,4765,Synthetic opioids,10.886660000000001,1357,10.53004
2009,Ohio,Oxycodone,4765,Synthetic opioids,10.886660000000001,1340,25.6004
2009,Oklahoma,Hydrocodone,4898,Synthetic opioids,20.63361,1395,25.40571
