Index,Fips,Location,Drug Type,TimeFrame,Data Type,Data,MOE
3368,29,Missouri,Natural and semi-synthetic opioids,2008,"Rate per 100,000",3.82173,0.506414681
3369,29,Missouri,Psychostimulants,2008,"Rate per 100,000",0.38676,0.164115578
3370,29,Missouri,Synthetic opioids,2008,"Rate per 100,000",0.96013,0.257268514
3371,29,Missouri,Cocaine,2009,"Rate per 100,000",1.0969,0.274086982
3372,29,Missouri,Heroin,2009,"Rate per 100,000",2.82112,0.438692484
3373,29,Missouri,Natural and semi-synthetic opioids,2009,"Rate per 100,000",3.17929,0.459452004
3374,29,Missouri,Psychostimulants,2009,"Rate per 100,000",0.49162,0.185031742
3375,29,Missouri,Synthetic opioids,2009,"Rate per 100,000",1.15307,0.279418241
3376,29,Missouri,Cocaine,2010,"Rate per 100,000",1.05712,0.267045647
3377,29,Missouri,Heroin,2010,"Rate per 100,000",3.23926,0.473940125
3378,29,Missouri,Natural and semi-synthetic opioids,2010,"Rate per 100,000",4.13448,0.524316068
3379,29,Missouri,Psychostimulants,2010,"Rate per 100,000",0.77338,0.230466798
3380,29,Missouri,Synthetic opioids,2010,"Rate per 100,000",1.49857,0.311961322
3381,29,Missouri,Cocaine,2011,"Rate per 100,000",0.98209,0.258753687
3382,29,Missouri,Heroin,2011,"Rate per 100,000",4.40701,0.553673785
3383,29,Missouri,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.84877,0.516054864
3384,29,Missouri,Psychostimulants,2011,"Rate per 100,000",0.75502,0.228439197
3385,29,Missouri,Synthetic opioids,2011,"Rate per 100,000",1.1021,0.271190355
3386,29,Missouri,Cocaine,2012,"Rate per 100,000",0.78961,0.223824739
3387,29,Missouri,Heroin,2012,"Rate per 100,000",3.67833,0.504802379
3388,29,Missouri,Natural and semi-synthetic opioids,2012,"Rate per 100,000",3.44211,0.48306658
3389,29,Missouri,Psychostimulants,2012,"Rate per 100,000",1.00773,0.26350829
3390,29,Missouri,Synthetic opioids,2012,"Rate per 100,000",0.9703,0.259435188
3391,29,Missouri,Cocaine,2013,"Rate per 100,000",0.90896,0.252025902
3392,29,Missouri,Heroin,2013,"Rate per 100,000",4.62906,0.571598669
3393,29,Missouri,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.03388,0.523389458
3394,29,Missouri,Psychostimulants,2013,"Rate per 100,000",1.34747,0.310329288
3395,29,Missouri,Synthetic opioids,2013,"Rate per 100,000",1.64262,0.333149832
3396,29,Missouri,Cocaine,2014,"Rate per 100,000",0.9979,0.260557145
3397,29,Missouri,Heroin,2014,"Rate per 100,000",5.80577,0.631325492
3398,29,Missouri,Natural and semi-synthetic opioids,2014,"Rate per 100,000",3.99071,0.521028646
3399,29,Missouri,Psychostimulants,2014,"Rate per 100,000",1.80366,0.35650745
3400,29,Missouri,Synthetic opioids,2014,"Rate per 100,000",1.87643,0.357451984
3401,29,Missouri,Cocaine,2015,"Rate per 100,000",1.3294,0.303140432
3402,29,Missouri,Heroin,2015,"Rate per 100,000",5.27947,0.603444667
3403,29,Missouri,Natural and semi-synthetic opioids,2015,"Rate per 100,000",3.91133,0.511499734
3404,29,Missouri,Psychostimulants,2015,"Rate per 100,000",2.35055,0.406050056
3405,29,Missouri,Synthetic opioids,2015,"Rate per 100,000",3.09994,0.459571686
3406,29,Missouri,Cocaine,2016,"Rate per 100,000",1.75983,0.348143667
3407,29,Missouri,Heroin,2016,"Rate per 100,000",6.69742,0.685844298
3408,29,Missouri,Natural and semi-synthetic opioids,2016,"Rate per 100,000",3.84519,0.507292588
3409,29,Missouri,Psychostimulants,2016,"Rate per 100,000",3.34499,0.491425157
3410,29,Missouri,Synthetic opioids,2016,"Rate per 100,000",7.79453,0.741051106
3411,29,Missouri,Cocaine,2017,"Rate per 100,000",2.23388,0.392642163
3412,29,Missouri,Heroin,2017,"Rate per 100,000",5.31823,0.612988207
3413,29,Missouri,Natural and semi-synthetic opioids,2017,"Rate per 100,000",3.68951,0.495893101
3414,29,Missouri,Psychostimulants,2017,"Rate per 100,000",4.30107,0.547008444
3415,29,Missouri,Synthetic opioids,2017,"Rate per 100,000",10.91374,0.877386193
3416,29,Missouri,All drugs,2000,"Rate per 100,000",5.4869,0.618004693
3417,29,Missouri,All opioids,2000,"Rate per 100,000",2.36502,0.405068915
3418,29,Missouri,All drugs,2001,"Rate per 100,000",6.25763,0.655219995
3419,29,Missouri,All opioids,2001,"Rate per 100,000",2.36023,0.402825072
3420,29,Missouri,All drugs,2002,"Rate per 100,000",7.46503,0.718401358
3421,29,Missouri,All opioids,2002,"Rate per 100,000",3.39956,0.4854818
3422,29,Missouri,All drugs,2003,"Rate per 100,000",9.29358,0.799434045
3423,29,Missouri,All opioids,2003,"Rate per 100,000",4.80624,0.573632881
3424,29,Missouri,All drugs,2004,"Rate per 100,000",9.7556,0.819998877
3425,29,Missouri,All opioids,2004,"Rate per 100,000",4.93086,0.584797944
3426,29,Missouri,All drugs,2005,"Rate per 100,000",10.67137,0.853670495
3427,29,Missouri,All opioids,2005,"Rate per 100,000",5.30296,0.601031603
3428,29,Missouri,All drugs,2006,"Rate per 100,000",12.95017,0.937684839
3429,29,Missouri,All opioids,2006,"Rate per 100,000",7.0673,0.69474503
3430,29,Missouri,All drugs,2007,"Rate per 100,000",12.25245,0.907398591
3431,29,Missouri,All opioids,2007,"Rate per 100,000",6.68327,0.669560686
3432,29,Missouri,All drugs,2008,"Rate per 100,000",13.14676,0.942422139
3433,29,Missouri,All opioids,2008,"Rate per 100,000",8.20278,0.745742454
3434,29,Missouri,All drugs,2009,"Rate per 100,000",14.64886,0.990563704
3435,29,Missouri,All opioids,2009,"Rate per 100,000",8.95631,0.774928906
3436,29,Missouri,All drugs,2010,"Rate per 100,000",17.03509,1.074534934
3437,29,Missouri,All opioids,2010,"Rate per 100,000",10.31688,0.83846185
3438,29,Missouri,All drugs,2011,"Rate per 100,000",16.40631,1.054605607
3439,29,Missouri,All opioids,2011,"Rate per 100,000",10.21909,0.834717468
3440,29,Missouri,All drugs,2012,"Rate per 100,000",16.16557,1.051626961
3441,29,Missouri,All opioids,2012,"Rate per 100,000",9.29156,0.798517822
3442,29,Missouri,All drugs,2013,"Rate per 100,000",17.49288,1.094171625
3443,29,Missouri,All opioids,2013,"Rate per 100,000",10.71262,0.859379293
3444,29,Missouri,All drugs,2014,"Rate per 100,000",18.21461,1.114392155
3445,29,Missouri,All opioids,2014,"Rate per 100,000",11.95031,0.904173315
3446,29,Missouri,All drugs,2015,"Rate per 100,000",17.89408,1.098443255
3447,29,Missouri,All opioids,2015,"Rate per 100,000",11.67275,0.888799054
3448,29,Missouri,All drugs,2016,"Rate per 100,000",23.64362,1.279681975
3449,29,Missouri,All opioids,2016,"Rate per 100,000",15.87055,1.04970268
3450,29,Missouri,All drugs,2017,"Rate per 100,000",23.36502,1.268282308
3451,29,Missouri,All opioids,2017,"Rate per 100,000",16.50153,1.071129624
3452,29,Missouri,All drugs,2018,"Rate per 100,000",27.48077,1.375033321
3453,29,Missouri,All opioids,2018,"Rate per 100,000",19.58264,1.165122786
3454,29,Missouri,Cocaine,2018,"Rate per 100,000",2.22871,0.389015796
3455,29,Missouri,Heroin,2018,"Rate per 100,000",6.06605,0.64735546
3456,29,Missouri,Natural and semi-synthetic opioids,2018,"Rate per 100,000",3.86458,0.51419256
3457,29,Missouri,Psychostimulants,2018,"Rate per 100,000",6.41984,0.670551378
3458,29,Missouri,Synthetic opioids,2018,"Rate per 100,000",15.32358,1.037503877
3459,30,Montana,Cocaine,2000,"Rate per 100,000",N/A,N/A
3460,30,Montana,Heroin,2000,"Rate per 100,000",N/A,N/A
3461,30,Montana,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
3462,30,Montana,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
3463,30,Montana,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
3464,30,Montana,Cocaine,2001,"Rate per 100,000",N/A,N/A
3465,30,Montana,Heroin,2001,"Rate per 100,000",N/A,N/A
3466,30,Montana,Natural and semi-synthetic opioids,2001,"Rate per 100,000",N/A,0.880842751
3467,30,Montana,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
3468,30,Montana,Synthetic opioids,2001,"Rate per 100,000",N/A,N/A
3469,30,Montana,Cocaine,2002,"Rate per 100,000",N/A,N/A
3470,30,Montana,Heroin,2002,"Rate per 100,000",N/A,N/A
3471,30,Montana,Natural and semi-synthetic opioids,2002,"Rate per 100,000",N/A,N/A
3472,30,Montana,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
3473,30,Montana,Synthetic opioids,2002,"Rate per 100,000",N/A,N/A
3474,30,Montana,Cocaine,2003,"Rate per 100,000",N/A,N/A
3475,30,Montana,Heroin,2003,"Rate per 100,000",N/A,N/A
3476,30,Montana,Natural and semi-synthetic opioids,2003,"Rate per 100,000",N/A,0.878451302
3477,30,Montana,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
3478,30,Montana,Synthetic opioids,2003,"Rate per 100,000",N/A,N/A
3479,30,Montana,Cocaine,2004,"Rate per 100,000",N/A,N/A
3480,30,Montana,Heroin,2004,"Rate per 100,000",N/A,N/A
3481,30,Montana,Natural and semi-synthetic opioids,2004,"Rate per 100,000",N/A,0.764444449
3482,30,Montana,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
3483,30,Montana,Synthetic opioids,2004,"Rate per 100,000",N/A,N/A
3484,30,Montana,Cocaine,2005,"Rate per 100,000",N/A,N/A
3485,30,Montana,Heroin,2005,"Rate per 100,000",N/A,N/A
3486,30,Montana,Natural and semi-synthetic opioids,2005,"Rate per 100,000",N/A,0.891005986
3487,30,Montana,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
3488,30,Montana,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
3489,30,Montana,Cocaine,2006,"Rate per 100,000",N/A,N/A
3490,30,Montana,Heroin,2006,"Rate per 100,000",N/A,N/A
3491,30,Montana,Natural and semi-synthetic opioids,2006,"Rate per 100,000",N/A,0.777830949
3492,30,Montana,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
3493,30,Montana,Synthetic opioids,2006,"Rate per 100,000",N/A,N/A
3494,30,Montana,Cocaine,2007,"Rate per 100,000",N/A,N/A
3495,30,Montana,Heroin,2007,"Rate per 100,000",N/A,N/A
3496,30,Montana,Natural and semi-synthetic opioids,2007,"Rate per 100,000",2.61108,1.047599459
3497,30,Montana,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
3498,30,Montana,Synthetic opioids,2007,"Rate per 100,000",N/A,N/A
3499,30,Montana,Cocaine,2008,"Rate per 100,000",N/A,N/A
3500,30,Montana,Heroin,2008,"Rate per 100,000",N/A,N/A
3501,30,Montana,Natural and semi-synthetic opioids,2008,"Rate per 100,000",2.75694,1.06452236
3502,30,Montana,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
3503,30,Montana,Synthetic opioids,2008,"Rate per 100,000",N/A,0.899919324
3504,30,Montana,Cocaine,2009,"Rate per 100,000",N/A,N/A
3505,30,Montana,Heroin,2009,"Rate per 100,000",N/A,N/A
3506,30,Montana,Natural and semi-synthetic opioids,2009,"Rate per 100,000",4.26279,1.319877201
3507,30,Montana,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
3508,30,Montana,Synthetic opioids,2009,"Rate per 100,000",2.24476,0.979267281
3509,30,Montana,Cocaine,2010,"Rate per 100,000",N/A,N/A
3510,30,Montana,Heroin,2010,"Rate per 100,000",N/A,N/A
3511,30,Montana,Natural and semi-synthetic opioids,2010,"Rate per 100,000",3.66097,1.282423829
3512,30,Montana,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
3513,30,Montana,Synthetic opioids,2010,"Rate per 100,000",N/A,0.761982663
3514,30,Montana,Cocaine,2011,"Rate per 100,000",N/A,N/A
3515,30,Montana,Heroin,2011,"Rate per 100,000",N/A,N/A
3516,30,Montana,Natural and semi-synthetic opioids,2011,"Rate per 100,000",3.41602,1.235775741
3517,30,Montana,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
3518,30,Montana,Synthetic opioids,2011,"Rate per 100,000",N/A,0.852816441
3519,30,Montana,Cocaine,2012,"Rate per 100,000",N/A,N/A
3520,30,Montana,Heroin,2012,"Rate per 100,000",N/A,N/A
3521,30,Montana,Natural and semi-synthetic opioids,2012,"Rate per 100,000",2.44812,0.98094444
3522,30,Montana,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
3523,30,Montana,Synthetic opioids,2012,"Rate per 100,000",N/A,0.77716135
3524,30,Montana,Cocaine,2013,"Rate per 100,000",N/A,N/A
3525,30,Montana,Heroin,2013,"Rate per 100,000",N/A,N/A
3526,30,Montana,Natural and semi-synthetic opioids,2013,"Rate per 100,000",4.63773,1.420218446
3527,30,Montana,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
3528,30,Montana,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
3529,30,Montana,Cocaine,2014,"Rate per 100,000",N/A,N/A
3530,30,Montana,Heroin,2014,"Rate per 100,000",N/A,N/A
3531,30,Montana,Natural and semi-synthetic opioids,2014,"Rate per 100,000",2.15894,0.939185089
3532,30,Montana,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
3533,30,Montana,Synthetic opioids,2014,"Rate per 100,000",N/A,0.683051347
3534,30,Montana,Cocaine,2015,"Rate per 100,000",N/A,N/A
3535,30,Montana,Heroin,2015,"Rate per 100,000",N/A,N/A
3536,30,Montana,Natural and semi-synthetic opioids,2015,"Rate per 100,000",2.70234,1.078279812
3537,30,Montana,Psychostimulants,2015,"Rate per 100,000",3.62423,1.246489286
3538,30,Montana,Synthetic opioids,2015,"Rate per 100,000",N/A,N/A
3539,30,Montana,Cocaine,2016,"Rate per 100,000",N/A,N/A
3540,30,Montana,Heroin,2016,"Rate per 100,000",N/A,N/A
3541,30,Montana,Natural and semi-synthetic opioids,2016,"Rate per 100,000",N/A,0.645324896
3542,30,Montana,Psychostimulants,2016,"Rate per 100,000",2.58029,1.051272511
3543,30,Montana,Synthetic opioids,2016,"Rate per 100,000",N/A,0.751196578
3544,30,Montana,Cocaine,2017,"Rate per 100,000",N/A,N/A
3545,30,Montana,Heroin,2017,"Rate per 100,000",N/A,N/A
3546,30,Montana,Natural and semi-synthetic opioids,2017,"Rate per 100,000",2.04458,0.897592116
3547,30,Montana,Psychostimulants,2017,"Rate per 100,000",2.4869,1.034072929
3548,30,Montana,Synthetic opioids,2017,"Rate per 100,000",N/A,N/A
3549,30,Montana,All drugs,2000,"Rate per 100,000",4.53961,1.394496182
3550,30,Montana,All opioids,2000,"Rate per 100,000",N/A,N/A
3551,30,Montana,All drugs,2001,"Rate per 100,000",6.23221,1.644119371
3552,30,Montana,All opioids,2001,"Rate per 100,000",2.30316,1.015779422
3553,30,Montana,All drugs,2002,"Rate per 100,000",8.66328,1.940876288
3554,30,Montana,All opioids,2002,"Rate per 100,000",2.21116,0.978539798
3555,30,Montana,All drugs,2003,"Rate per 100,000",10.55362,2.171645171
3556,30,Montana,All opioids,2003,"Rate per 100,000",4.65642,1.445256007
3557,30,Montana,All drugs,2004,"Rate per 100,000",10.91527,2.192518463
3558,30,Montana,All opioids,2004,"Rate per 100,000",4.9569,1.471006674
3559,30,Montana,All drugs,2005,"Rate per 100,000",10.12055,2.065251153
3560,30,Montana,All opioids,2005,"Rate per 100,000",4.68709,1.395025668
3561,30,Montana,All drugs,2006,"Rate per 100,000",10.2454,2.079884921
3562,30,Montana,All opioids,2006,"Rate per 100,000",5.20571,1.513789516
3563,30,Montana,All drugs,2007,"Rate per 100,000",12.75836,2.287649776
3564,30,Montana,All opioids,2007,"Rate per 100,000",6.34092,1.613586846
3565,30,Montana,All drugs,2008,"Rate per 100,000",14.07232,2.445509042
3566,30,Montana,All opioids,2008,"Rate per 100,000",7.61022,1.825654123
3567,30,Montana,All drugs,2009,"Rate per 100,000",14.64042,2.473889905
3568,30,Montana,All opioids,2009,"Rate per 100,000",9.35412,1.992561956
3569,30,Montana,All drugs,2010,"Rate per 100,000",12.88079,2.397169913
3570,30,Montana,All opioids,2010,"Rate per 100,000",6.09668,1.665500951
3571,30,Montana,All drugs,2011,"Rate per 100,000",14.38992,2.469799236
3572,30,Montana,All opioids,2011,"Rate per 100,000",6.82802,1.745899243
3573,30,Montana,All drugs,2012,"Rate per 100,000",11.91452,2.209301659
3574,30,Montana,All opioids,2012,"Rate per 100,000",5.28928,1.48255431
3575,30,Montana,All drugs,2013,"Rate per 100,000",14.45572,2.490492693
3576,30,Montana,All opioids,2013,"Rate per 100,000",7.15157,1.754339207
3577,30,Montana,All drugs,2014,"Rate per 100,000",12.38263,2.2649278
3578,30,Montana,All opioids,2014,"Rate per 100,000",5.44451,1.522246826
3579,30,Montana,All drugs,2015,"Rate per 100,000",13.83316,2.391420149
3580,30,Montana,All opioids,2015,"Rate per 100,000",5.026,1.467768722
3581,30,Montana,All drugs,2016,"Rate per 100,000",11.6662,2.178317524
3582,30,Montana,All opioids,2016,"Rate per 100,000",4.16203,1.304007345
3583,30,Montana,All drugs,2017,"Rate per 100,000",11.6682,2.176584351
3584,30,Montana,All opioids,2017,"Rate per 100,000",3.64188,1.203589905
3585,30,Montana,All drugs,2018,"Rate per 100,000",12.16688,2.206748485
3586,30,Montana,All opioids,2018,"Rate per 100,000",6.21538,1.58008857
3587,30,Montana,Cocaine,2018,"Rate per 100,000",N/A,N/A
3588,30,Montana,Heroin,2018,"Rate per 100,000",2.33926,0.995501948
3589,30,Montana,Natural and semi-synthetic opioids,2018,"Rate per 100,000",2.03001,0.876927896
3590,30,Montana,Psychostimulants,2018,"Rate per 100,000",3.54107,1.243233386
3591,30,Montana,Synthetic opioids,2018,"Rate per 100,000",N/A,N/A
3592,31,Nebraska,Cocaine,2000,"Rate per 100,000",N/A,N/A
3593,31,Nebraska,Heroin,2000,"Rate per 100,000",N/A,N/A
3594,31,Nebraska,Natural and semi-synthetic opioids,2000,"Rate per 100,000",N/A,N/A
3595,31,Nebraska,Psychostimulants,2000,"Rate per 100,000",N/A,N/A
3596,31,Nebraska,Synthetic opioids,2000,"Rate per 100,000",N/A,N/A
3597,31,Nebraska,Cocaine,2001,"Rate per 100,000",N/A,N/A
3598,31,Nebraska,Heroin,2001,"Rate per 100,000",N/A,N/A
3599,31,Nebraska,Natural and semi-synthetic opioids,2001,"Rate per 100,000",N/A,0.46939874
3600,31,Nebraska,Psychostimulants,2001,"Rate per 100,000",N/A,N/A
3601,31,Nebraska,Synthetic opioids,2001,"Rate per 100,000",N/A,0.372771093
3602,31,Nebraska,Cocaine,2002,"Rate per 100,000",N/A,N/A
3603,31,Nebraska,Heroin,2002,"Rate per 100,000",N/A,N/A
3604,31,Nebraska,Natural and semi-synthetic opioids,2002,"Rate per 100,000",N/A,0.396220519
3605,31,Nebraska,Psychostimulants,2002,"Rate per 100,000",N/A,N/A
3606,31,Nebraska,Synthetic opioids,2002,"Rate per 100,000",N/A,N/A
3607,31,Nebraska,Cocaine,2003,"Rate per 100,000",N/A,N/A
3608,31,Nebraska,Heroin,2003,"Rate per 100,000",N/A,N/A
3609,31,Nebraska,Natural and semi-synthetic opioids,2003,"Rate per 100,000",N/A,0.373187761
3610,31,Nebraska,Psychostimulants,2003,"Rate per 100,000",N/A,N/A
3611,31,Nebraska,Synthetic opioids,2003,"Rate per 100,000",N/A,N/A
3612,31,Nebraska,Cocaine,2004,"Rate per 100,000",N/A,N/A
3613,31,Nebraska,Heroin,2004,"Rate per 100,000",N/A,N/A
3614,31,Nebraska,Natural and semi-synthetic opioids,2004,"Rate per 100,000",1.21751,0.535962161
3615,31,Nebraska,Psychostimulants,2004,"Rate per 100,000",N/A,N/A
3616,31,Nebraska,Synthetic opioids,2004,"Rate per 100,000",N/A,N/A
3617,31,Nebraska,Cocaine,2005,"Rate per 100,000",N/A,N/A
3618,31,Nebraska,Heroin,2005,"Rate per 100,000",N/A,N/A
3619,31,Nebraska,Natural and semi-synthetic opioids,2005,"Rate per 100,000",1.46184,0.577097927
3620,31,Nebraska,Psychostimulants,2005,"Rate per 100,000",N/A,N/A
3621,31,Nebraska,Synthetic opioids,2005,"Rate per 100,000",N/A,N/A
3622,31,Nebraska,Cocaine,2006,"Rate per 100,000",N/A,N/A
3623,31,Nebraska,Heroin,2006,"Rate per 100,000",N/A,N/A
3624,31,Nebraska,Natural and semi-synthetic opioids,2006,"Rate per 100,000",N/A,0.47022029
3625,31,Nebraska,Psychostimulants,2006,"Rate per 100,000",N/A,N/A
3626,31,Nebraska,Synthetic opioids,2006,"Rate per 100,000",N/A,N/A
3627,31,Nebraska,Cocaine,2007,"Rate per 100,000",N/A,N/A
3628,31,Nebraska,Heroin,2007,"Rate per 100,000",N/A,N/A
3629,31,Nebraska,Natural and semi-synthetic opioids,2007,"Rate per 100,000",1.39121,0.574448781
3630,31,Nebraska,Psychostimulants,2007,"Rate per 100,000",N/A,N/A
3631,31,Nebraska,Synthetic opioids,2007,"Rate per 100,000",N/A,N/A
3632,31,Nebraska,Cocaine,2008,"Rate per 100,000",N/A,N/A
3633,31,Nebraska,Heroin,2008,"Rate per 100,000",N/A,N/A
3634,31,Nebraska,Natural and semi-synthetic opioids,2008,"Rate per 100,000",N/A,0.427189227
3635,31,Nebraska,Psychostimulants,2008,"Rate per 100,000",N/A,N/A
3636,31,Nebraska,Synthetic opioids,2008,"Rate per 100,000",N/A,N/A
3637,31,Nebraska,Cocaine,2009,"Rate per 100,000",N/A,N/A
3638,31,Nebraska,Heroin,2009,"Rate per 100,000",N/A,N/A
3639,31,Nebraska,Natural and semi-synthetic opioids,2009,"Rate per 100,000",2.05364,0.692194408
3640,31,Nebraska,Psychostimulants,2009,"Rate per 100,000",N/A,N/A
3641,31,Nebraska,Synthetic opioids,2009,"Rate per 100,000",N/A,0.366263669
3642,31,Nebraska,Cocaine,2010,"Rate per 100,000",N/A,N/A
3643,31,Nebraska,Heroin,2010,"Rate per 100,000",N/A,N/A
3644,31,Nebraska,Natural and semi-synthetic opioids,2010,"Rate per 100,000",1.97064,0.686703901
3645,31,Nebraska,Psychostimulants,2010,"Rate per 100,000",N/A,N/A
3646,31,Nebraska,Synthetic opioids,2010,"Rate per 100,000",1.19917,0.521901922
3647,31,Nebraska,Cocaine,2011,"Rate per 100,000",N/A,N/A
3648,31,Nebraska,Heroin,2011,"Rate per 100,000",N/A,N/A
3649,31,Nebraska,Natural and semi-synthetic opioids,2011,"Rate per 100,000",1.74377,0.604910143
3650,31,Nebraska,Psychostimulants,2011,"Rate per 100,000",N/A,N/A
3651,31,Nebraska,Synthetic opioids,2011,"Rate per 100,000",N/A,N/A
3652,31,Nebraska,Cocaine,2012,"Rate per 100,000",N/A,N/A
3653,31,Nebraska,Heroin,2012,"Rate per 100,000",N/A,N/A
3654,31,Nebraska,Natural and semi-synthetic opioids,2012,"Rate per 100,000",1.55097,0.596164343
3655,31,Nebraska,Psychostimulants,2012,"Rate per 100,000",N/A,N/A
3656,31,Nebraska,Synthetic opioids,2012,"Rate per 100,000",N/A,0.354359574
3657,31,Nebraska,Cocaine,2013,"Rate per 100,000",N/A,N/A
3658,31,Nebraska,Heroin,2013,"Rate per 100,000",N/A,N/A
3659,31,Nebraska,Natural and semi-synthetic opioids,2013,"Rate per 100,000",1.78661,0.622700612
3660,31,Nebraska,Psychostimulants,2013,"Rate per 100,000",N/A,N/A
3661,31,Nebraska,Synthetic opioids,2013,"Rate per 100,000",N/A,N/A
3662,31,Nebraska,Cocaine,2014,"Rate per 100,000",N/A,N/A
3663,31,Nebraska,Heroin,2014,"Rate per 100,000",N/A,N/A
3664,31,Nebraska,Natural and semi-synthetic opioids,2014,"Rate per 100,000",1.76474,0.644388479
3665,31,Nebraska,Psychostimulants,2014,"Rate per 100,000",N/A,N/A
3666,31,Nebraska,Synthetic opioids,2014,"Rate per 100,000",N/A,0.389478648
3667,31,Nebraska,Cocaine,2015,"Rate per 100,000",N/A,N/A
3668,31,Nebraska,Heroin,2015,"Rate per 100,000",N/A,N/A
3669,31,Nebraska,Natural and semi-synthetic opioids,2015,"Rate per 100,000",1.66329,0.609719722
3670,31,Nebraska,Psychostimulants,2015,"Rate per 100,000",1.51426,0.583891034
3671,31,Nebraska,Synthetic opioids,2015,"Rate per 100,000",N/A,0.396509617
3672,31,Nebraska,Cocaine,2016,"Rate per 100,000",N/A,N/A
3673,31,Nebraska,Heroin,2016,"Rate per 100,000",N/A,N/A
3674,31,Nebraska,Natural and semi-synthetic opioids,2016,"Rate per 100,000",1.20761,0.516248943
3675,31,Nebraska,Psychostimulants,2016,"Rate per 100,000",N/A,N/A
3676,31,Nebraska,Synthetic opioids,2016,"Rate per 100,000",N/A,0.390643796
3677,31,Nebraska,Cocaine,2017,"Rate per 100,000",N/A,N/A
3678,31,Nebraska,Heroin,2017,"Rate per 100,000",N/A,N/A
3679,31,Nebraska,Natural and semi-synthetic opioids,2017,"Rate per 100,000",1.68685,0.601930361
3680,31,Nebraska,Psychostimulants,2017,"Rate per 100,000",2.12643,0.689632719
3681,31,Nebraska,Synthetic opioids,2017,"Rate per 100,000",1.25419,0.502101032
3682,31,Nebraska,All drugs,2000,"Rate per 100,000",2.75145,0.795624981
3683,31,Nebraska,All opioids,2000,"Rate per 100,000",N/A,N/A
3684,31,Nebraska,All drugs,2001,"Rate per 100,000",3.94721,0.95382216
3685,31,Nebraska,All opioids,2001,"Rate per 100,000",1.90875,0.662040809
3686,31,Nebraska,All drugs,2002,"Rate per 100,000",3.94265,0.953439971
3687,31,Nebraska,All opioids,2002,"Rate per 100,000",1.52158,0.597046141
3688,31,Nebraska,All drugs,2003,"Rate per 100,000",3.21977,0.854770888
3689,31,Nebraska,All opioids,2003,"Rate per 100,000",N/A,N/A
3690,31,Nebraska,All drugs,2004,"Rate per 100,000",3.55655,0.911565879
3691,31,Nebraska,All opioids,2004,"Rate per 100,000",1.56789,0.605740899
3692,31,Nebraska,All drugs,2005,"Rate per 100,000",5.02298,1.069793488
3693,31,Nebraska,All opioids,2005,"Rate per 100,000",2.54344,0.766170497
3694,31,Nebraska,All drugs,2006,"Rate per 100,000",5.37597,1.11441229
3695,31,Nebraska,All opioids,2006,"Rate per 100,000",1.93686,0.656551029
3696,31,Nebraska,All drugs,2007,"Rate per 100,000",4.77065,1.057442436
3697,31,Nebraska,All opioids,2007,"Rate per 100,000",2.35619,0.747122284
3698,31,Nebraska,All drugs,2008,"Rate per 100,000",5.46076,1.121023478
3699,31,Nebraska,All opioids,2008,"Rate per 100,000",1.66516,0.615779917
3700,31,Nebraska,All drugs,2009,"Rate per 100,000",5.90856,1.143748129
3701,31,Nebraska,All opioids,2009,"Rate per 100,000",3.71599,0.911257447
3702,31,Nebraska,All drugs,2010,"Rate per 100,000",6.67402,1.231783607
3703,31,Nebraska,All opioids,2010,"Rate per 100,000",3.41052,0.895115552
3704,31,Nebraska,All drugs,2011,"Rate per 100,000",7.12504,1.254092178
3705,31,Nebraska,All opioids,2011,"Rate per 100,000",2.81224,0.768098202
3706,31,Nebraska,All drugs,2012,"Rate per 100,000",7.90991,1.311150597
3707,31,Nebraska,All opioids,2012,"Rate per 100,000",3.02094,0.827835041
3708,31,Nebraska,All drugs,2013,"Rate per 100,000",6.47097,1.200065617
3709,31,Nebraska,All opioids,2013,"Rate per 100,000",2.19967,0.685501053
3710,31,Nebraska,All drugs,2014,"Rate per 100,000",7.18534,1.283185344
3711,31,Nebraska,All opioids,2014,"Rate per 100,000",3.19909,0.853348516
3712,31,Nebraska,All drugs,2015,"Rate per 100,000",6.94548,1.240254913
3713,31,Nebraska,All opioids,2015,"Rate per 100,000",3.09116,0.834630416
